id,english_word,persian_translation,example_sentence,persian_example,phonetic,category,level,created_at,last_reviewed,next_review,ease_factor,repetition,interval,is_favorite
113,advance,پیش,"Please book your tickets in advance.","لطفاً بلیط‌های خود را از پیش رزرو کنید.","/ədˈvɑːns/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
114,advanced,پیشرفته,"This is an advanced English course.","این یک دوره پیشرفته انگلیسی است.","/ədˈvɑːnst/","آموزش","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
115,advancement,ترقی,"There are good opportunities for career advancement here.","فرصت‌های خوبی برای ترقی شغلی اینجا وجود دارد.","/ədˈvɑːns.mənt/","کار","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.6,0,1,False
116,advantage,مزیت,"One advantage of living here is the low cost of living.","یکی از مزیت‌های زندگی در اینجا هزینه کم زندگی است.","/ədˈvɑːn.tɪdʒ/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.9,0,1,False
117,advent,آمدن,"Since the advent of smartphones, communication has changed.","از آمدن گوشی‌های هوشمند، ارتباطات تغییر کرده است.","/ˈæd.vent/","تکنولوژی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
118,adventure,ماجراجویی,"Our trip to the jungle was a real adventure.","سفر ما به جنگل یک ماجراجویی واقعی بود.","/ədˈven.tʃər/","سرگرمی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
119,adventurous,ماجراجو,"She has an adventurous spirit.","او روحیه‌ای ماجراجو دارد.","/ədˈven.tʃər.əs/","شخصیت","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.6,0,1,False
120,adverb,قید,"'Quickly' is an adverb.","'سریع' یک قید است.","/ˈæd.vɜːb/","دستور زبان","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
121,adverbial,قیدی,"The phrase functions adverbially in this sentence.","این عبارت در جمله به صورت قیدی عمل می‌کند.","/ədˈvɜː.bi.əl/","دستور زبان","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.6,0,1,False
122,adverse,منفی,"The drug has no adverse effects.","این دارو هیچ اثر منفی ندارد.","/ˈæd.vɜːs/","سلامتی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
123,adversely,به طور منفی,"The decision affected us adversely.","این تصمیم به طور منفی بر ما تأثیر گذاشت.","/ˈæd.vɜːs.li/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
124,adversity,مشکل,"She overcame many adversities in life.","او بر بسیاری از مشکلات زندگی غلبه کرد.","/ədˈvɜː.sə.ti/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
125,advert,تبلیغ,"I saw your advert in the magazine.","من تبلیغ شما را در مجله دیدم.","/ˈæd.vɜːt/","کسب‌وکار","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
126,advertise,تبلیغ کردن,"They advertise their products on TV.","آنها محصولات خود را در تلویزیون تبلیغ می‌کنند.","/ˈæd.və.taɪz/","کسب‌وکار","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
127,advertisement,تبلیغات,"The newspaper is full of advertisements.","روزنامه پر از تبلیغات است.","/ədˈvɜː.tɪs.mənt/","کسب‌وکار","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
128,advertising,تبلیغات,"She works in advertising.","او در حوزه تبلیغات کار می‌کند.","/ˈæd.və.taɪ.zɪŋ/","کسب‌وکار","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
129,advice,پیشنهاد,"Can you give me some advice?","می‌توانی به من کمی پیشنهاد بدهی؟","/ədˈvaɪs/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.9,0,1,False
130,advise,پیشنهاد دادن,"I'd advise you to arrive early.","به شما پیشنهاد می‌کنم زود برسید.","/ədˈvaɪz/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
131,adviser,مشاور,"My academic adviser helped me choose courses.","مشاور تحصیلی به من در انتخاب واحدها کمک کرد.","/ədˈvaɪ.zər/","آموزش","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
132,aerobics,ایروبیک,"She does aerobics three times a week.","او سه بار در هفته ایروبیک کار می‌کند.","/eəˈrəʊ.bɪks/","ورزش","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
133,affair,رابطه,"Their affair lasted two years.","رابطه آنها دو سال طول کشید.","/əˈfeər/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
134,affect,تأثیر گذاشتن,"The weather affects my mood.","آب و هوا بر خلق و خوی من تأثیر می‌گذارد.","/əˈfekt/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
135,affection,علاقه,"She shows great affection for her pets.","او علاقه زیادی به حیوانات خانگی خود نشان می‌دهد.","/əˈfek.ʃən/","احساسات","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
136,affectionate,با محبت,"He's very affectionate with his children.","او با فرزندانش بسیار با محبت است.","/əˈfek.ʃən.ət/","احساسات","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.6,0,1,False
137,affectionately,با محبت,"She kissed the child affectionately.","او با محبت کودک را بوسید.","/əˈfek.ʃən.ət.li/","احساسات","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.6,0,1,False
138,afford,توانایی مالی داشتن,"We can't afford a new car right now.","ما در حال حاضر توانایی مالی خرید ماشین جدید را نداریم.","/əˈfɔːd/","مالی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
139,affordable,قیمت مناسب,"The hotel offers comfortable rooms at affordable prices.","هتل اتاق‌های راحت با قیمت‌های مناسب ارائه می‌دهد.","/əˈfɔː.də.bəl/","مالی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.6,0,1,False
140,afraid,ترسیدن,"Are you afraid of spiders?","آیا از عنکبوت می‌ترسی؟","/əˈfreɪd/","احساسات","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.9,0,1,False
141,after,بعد از,"We'll go for lunch after the meeting.","بعد از جلسه برای ناهار می‌رویم.","/ˈɑːf.tər/","زمان","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.9,0,1,False
142,after,پس از آنکه,"After I finished work, I went home.","پس از آنکه کارم تمام شد، به خانه رفتم.","/ˈɑːf.tər/","زمان","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
143,afternoon,بعد از ظهر,"Let's meet tomorrow afternoon.","بیا فردا بعد از ظهر همدیگر را ببینیم.","/ˌɑːf.təˈnuːn/","زمان","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
144,afterward,بعداً,"We had dinner and went to the cinema afterward.","ما شام خوردیم و بعداً به سینما رفتیم.","/ˈɑːf.tə.wəd/","زمان","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
145,afterwards,پس از آن,"He felt sick afterwards.","او پس از آن احساس مریضی کرد.","/ˈɑːf.tə.wədz/","زمان","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
146,again,دوباره,"Please say that again.","لطفاً آن را دوباره بگو.","/əˈɡen/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
147,against,علیه,"I'm against violence.","من علیه خشونت هستم.","/əˈɡenst/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
148,age,سن,"What's your age?","سن شما چقدر است؟","/eɪdʒ/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
149,aged,سالخورده,"We need to help aged people in our community.","ما باید به افراد سالخورده در جامعه خود کمک کنیم.","/ˈeɪ.dʒɪd/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
150,ageless,بی‌زمان,"Her beauty seems ageless.","زیبایی او به نظر بی‌زمان می‌رسد.","/ˈeɪdʒ.ləs/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
151,agency,آژانس,"She works at a travel agency.","او در یک آژانس مسافرتی کار می‌کند.","/ˈeɪ.dʒən.si/","کسب‌وکار","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
152,agenda,دستور کار,"What's on the agenda for today's meeting?","دستور کار جلسه امروز چیست؟","/əˈdʒen.də/","کار","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
153,agent,نماینده,"Our insurance agent helped us choose the right policy.","نماینده بیمه ما به ما در انتخاب بیمه مناسب کمک کرد.","/ˈeɪ.dʒənt/","کسب‌وکار","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
154,aggressive,تهاجمی,"Some dogs can be aggressive.","بعضی سگ‌ها ممکن است تهاجمی باشند.","/əˈɡres.ɪv/","رفتار","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
155,aggressively,به صورت تهاجمی,"He argued aggressively.","او به صورت تهاجمی بحث کرد.","/əˈɡres.ɪv.li/","رفتار","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
156,ago,پیش,"I saw her two days ago.","من او را دو روز پیش دیدم.","/əˈɡəʊ/","زمان","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
157,agonize,رنج کشیدن,"She agonized over the decision for weeks.","او هفته‌ها بر سر این تصمیم رنج کشید.","/ˈæɡ.ə.naɪz/","احساسات","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
158,agony,عذاب,"He was in agony after the accident.","او پس از حادثه در عذاب بود.","/ˈæɡ.ə.ni/","احساسات","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
159,agree,موافق بودن,"I agree with your opinion.","من با نظر شما موافق هستم.","/əˈɡriː/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.9,0,1,False
160,agreement,توافق,"We finally reached an agreement.","ما بالاخره به یک توافق رسیدیم.","/əˈɡriː.mənt/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
161,agricultural,کشاورزی,"The country's economy depends on agricultural products.","اقتصاد این کشور به محصولات کشاورزی وابسته است.","/ˌæɡ.rɪˈkʌl.tʃər.əl/","اقتصاد","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.6,0,1,False
162,agriculture,کشاورزی,"Modern agriculture uses advanced technology.","کشاورزی مدرن از تکنولوژی پیشرفته استفاده می‌کند.","/ˈæɡ.rɪ.kʌl.tʃər/","اقتصاد","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.6,0,1,False
163,ahead,جلو,"There's a gas station ahead.","یک پمپ بنزین در جلو وجود دارد.","/əˈhed/","مکان","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
164,aid,کمک,"The organization provides aid to refugees.","این سازمان به پناهندگان کمک می‌رساند.","/eɪd/","اجتماعی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
165,aim,هدف,"Her aim is to become a doctor.","هدف او این است که پزشک شود.","/eɪm/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
166,aim,هدف گیری,"He aimed carefully before shooting.","او قبل از شلیک با دقت هدف گیری کرد.","/eɪm/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.6,0,1,False
167,air,هوا,"The air was fresh in the mountains.","هوا در کوهستان تازه بود.","/eər/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
168,air conditioning,تهویه مطبوع,"The office has good air conditioning.","دفتر تهویه مطبوع خوبی دارد.","/ˈeə kənˌdɪʃ.ən.ɪŋ/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
169,air force,نیروی هوایی,"My brother serves in the air force.","برادرم در نیروی هوایی خدمت می‌کند.","/ˈeə fɔːs/","نظامی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.6,0,1,False
170,aircraft,هواپیما,"The aircraft landed safely.","هواپیما به سلامت فرود آمد.","/ˈeə.krɑːft/","حمل و نقل","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
171,aircrew,خدمه پرواز,"The aircrew were very professional.","خدمه پرواز بسیار حرفه‌ای بودند.","/ˈeə.kruː/","حمل و نقل","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
172,airline,شرکت هواپیمایی,"Which airline are you flying with?","با کدام شرکت هواپیمایی پرواز می‌کنید؟","/ˈeə.laɪn/","حمل و نقل","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
173,airplane,هواپیما,"The airplane took off on time.","هواپیما به موقع پرواز کرد.","/ˈeə.pleɪn/","حمل و نقل","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.9,0,1,False
174,airport,فرودگاه,"We arrived at the airport two hours early.","ما دو ساعت زودتر به فرودگاه رسیدیم.","/ˈeə.pɔːt/","حمل و نقل","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
175,aisle,راهرو,"Our seats are by the aisle.","صندلی‌های ما کنار راهرو است.","/aɪl/","حمل و نقل","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
176,alarm,هشدار,"The fire alarm woke everyone up.","هشدار آتش‌سوزی همه را بیدار کرد.","/əˈlɑːm/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
177,alarm,نگران کردن,"The news alarmed the public.","این خبر عموم مردم را نگران کرد.","/əˈlɑːm/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
178,alarm clock,ساعت زنگ‌دار,"I set my alarm clock for 6 AM.","من ساعت زنگ‌دارم را برای 6 صبح تنظیم کردم.","/əˈlɑːm ˌklɒk/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
179,album,آلبوم,"I bought their new album yesterday.","دیروز آلبوم جدیدشان را خریدم.","/ˈæl.bəm/","سرگرمی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.9,0,1,False
180,alcohol,الکل,"This drink contains alcohol.","این نوشیدنی حاوی الکل است.","/ˈæl.kə.hɒl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
181,alcoholic,الکلی,"Alcoholic beverages are prohibited here.","نوشیدنی‌های الکلی اینجا ممنوع است.","/ˌæl.kəˈhɒl.ɪk/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
